State,Address,City,sale_price,sale_date,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,listing_date,Days on Market
fl,15596 dewanna rd,jacksonville,100000,2020-01-15,1216,-81.738655,30.519653,96267.6,3.0,2.0,2006.0,54.0,32218.0,2019-07-27,172
fl,12331 trice ct,jacksonville,213700,2020-01-15,1862,-81.75945,30.46087,36590.4,4.0,2.0,2018.0,26.0,32219.0,2019-08-24,144
fl,311 n goldenrod rd,orlando,575000,2020-01-15,1472,-81.28531,28.549944,28314.0,2.0,3.0,1990.0,180.0,32807.0,2019-03-23,298
fl,4433 hidden shadow dr,tampa,293000,2020-01-15,1885,-82.51783,28.031597,6396.0,3.0,2.0,1996.0,112.0,33614.0,2019-05-30,230
fl,12672 weeping branch cir,jacksonville,309400,2020-01-15,3000,-81.754906,30.45657,15681.6,4.0,3.0,2019.0,53.0,32218.0,2019-07-28,171
fl,2822 safe harbor dr,tampa,515000,2020-01-15,3159,-82.49007,28.038357,10877.0,4.0,3.0,2001.0,2.0,33618.0,2019-10-10,97
fl,425 harbor dr,key biscayne,3840000,2020-01-15,2006,-80.17203,25.693415,9258.0,6.0,9.0,1952.0,3.0,33149.0,2019-09-30,107
fl,12538 castle hill dr,tampa,151800,2020-01-15,1376,-82.53501,28.0606,41033520.0,2.0,2.1,1990.0,2.0,33624.0,2019-09-30,107
fl,12637 sawgrass plantation blvd,orlando,305000,2020-01-15,2052,-81.35469,28.383373,9562.0,4.0,3.0,2008.0,87.0,32824.0,2019-06-24,205
fl,4010 w arch st,tampa,520000,2020-01-15,2560,-82.51063,27.954145,10300.0,4.0,3.0,1961.0,180.0,33607.0,2019-03-24,297
fl,1320 w smith st,orlando,250000,2020-01-15,1179,-81.3986,28.571674,10181.0,3.0,2.0,1940.0,63.0,32804.0,2019-07-18,181
fl,4537 delta ave,jacksonville,193000,2020-01-15,1148,-81.72327,30.304796,5196.0,3.0,1.0,1944.0,2.0,32205.0,2019-10-10,97
fl,3621 e 38th ave,tampa,175000,2020-01-15,1215,-82.4192,27.983377,5200.0,3.0,2.0,2006.0,48.0,33610.0,2019-08-02,166
fl,13956 morning frost dr,orlando,273000,2020-01-15,1804,-81.155525,28.536617,5456.0,3.0,2.0,2005.0,24.0,32828.0,2019-08-26,142
fl,2625 university acres dr,orlando,356000,2020-01-15,2486,-81.22249,28.588951,8621.0,4.0,3.0,2000.0,57.0,32817.0,2019-07-24,175
fl,4808 gliding hawk way,jacksonville,230500,2020-01-15,1708,-81.59999,30.231508,6000.0,3.0,2.0,1990.0,57.0,32217.0,2019-07-24,175
fl,11690 canal dr,north miami,800000,2020-01-15,2711,-80.16117,25.884604,10033.0,3.0,3.0,1960.0,136.0,33181.0,2019-05-10,250
fl,13333 laver ln,orlando,156000,2020-01-15,1036,-81.36384,28.374899,2863.0,2.0,2.0,1991.0,8.0,32824.0,2019-09-11,126
fl,2781 orange picker rd,jacksonville,250000,2020-01-15,1953,-81.63859,30.149817,103237.0,3.0,2.0,1986.0,164.0,32223.0,2019-04-08,282
fl,3605 wells st,orlando,109000,2020-01-15,851,-81.421196,28.522823,8507.0,3.0,1.0,1954.0,7.0,32805.0,2019-09-12,125
in,715 w foster pkwy,fort wayne,98750,2020-01-15,1144,-85.147644,41.048615,1600.0,3.0,1.0,1920.0,2.0,46807.0,2019-10-17,90
md,1050 n broadway,baltimore,140000,2020-01-16,1070,-76.594955,39.30306,1335.0,3.0,2.0,1920.0,180.0,21205.0,2019-03-24,298
dc,1280 holbrook ter ne,washington,805000,2020-01-16,2068,-76.98467,38.906414,1100.0,4.0,4.0,1928.0,42.0,20002.0,2019-08-08,161
ga,7614 auden trl,sandy springs,380000,2020-01-16,2979,-84.34982,33.96272,18295.2,4.0,3.0,1976.0,4.0,30350.0,2019-09-25,113
ca,11918 olive glen ln,los angeles,615006,2020-01-17,1871,-118.30316,33.9249,34412.4,4.0,3.0,2012.0,2.0,90047.0,2019-10-14,95
in,1401 3rd st,fort wayne,83000,2020-01-17,1416,-85.159805,41.08658,5390.0,2.0,2.0,1910.0,2.0,46808.0,2019-10-15,94
co,3365 s dunkirk way,aurora,390000,2020-01-21,3220,-104.761856,39.65433,12196.8,4.0,4.0,1983.0,2.0,80013.0,2019-10-11,102
in,4526 beaver ave,fort wayne,147305,2020-01-22,1776,-85.151764,41.0422,5670.0,3.0,2.0,1929.0,29.0,46807.0,2019-09-05,139
ga,1854 jonesboro rd se,atlanta,10,2020-01-22,1304,-84.37715,33.70396,11761.2,3.0,2.0,1920.0,87.0,30315.0,2019-06-24,212
md,832 n bentalou st,baltimore,130000,2020-01-22,1398,-76.65372,39.298306,1568.0,3.0,3.0,1927.0,15.0,21216.0,2019-09-04,140
dc,3215 sherman ave nw,washington,605000,2020-01-22,1052,-77.02617,38.930237,1402.0,2.0,1.0,1913.0,15.0,20010.0,2019-09-04,140
ca,1600 w 52nd st,los angeles,547505,2020-01-22,1975,-118.30481,33.994957,6750.0,3.0,2.0,1938.0,180.0,90062.0,2019-03-23,305
co,1429 s jackson st,denver,525000,2020-01-22,2146,-104.94331,39.690598,6460.0,4.0,2.0,1951.0,52.0,80210.0,2019-07-29,177
md,2404 chelsea ter,baltimore,279000,2020-01-23,1802,-76.68166,39.315376,7260.0,4.0,3.0,1920.0,98.0,21216.0,2019-06-21,216
ca,1833 oregon ave,long beach,495004,2020-01-23,1098,-118.20194,33.790554,3516.0,2.0,2.0,1947.0,110.0,90806.0,2019-06-01,236
co,19484 e arkansas ave,aurora,415000,2020-01-23,3059,-104.760826,39.690598,4792.0,3.0,3.0,2004.0,5.0,80017.0,2019-09-25,120
md,15 sparrow hill ct,catonsville,325000,2020-01-24,3048,-76.75611,39.296947,10890.0,4.0,4.0,1968.0,67.0,21228.0,2019-08-21,156
dc,7028 31st st nw,washington,845000,2020-01-24,4408,-77.05417,38.982613,8951.0,4.0,4.0,1951.0,107.0,20015.0,2019-06-04,234
co,998 e 133rd ave,thornton,465000,2020-01-24,2883,-104.974236,39.938175,8276.0,3.0,4.0,1992.0,2.0,80241.0,2019-09-27,119
co,4966 s haleyville st,aurora,0,2020-01-24,1937,-104.69821,39.626575,5662.0,3.0,3.0,2006.0,77.0,80016.0,2019-07-04,204
in,12401 fisher rd,fort wayne,219900,2020-01-24,1600,-85.30492,41.161926,118047.6,3.0,2.0,1950.0,20.0,46818.0,2019-08-30,147
in,1323 strong ct,fort wayne,208000,2020-01-27,1990,-85.25567,41.08784,9240.0,3.0,2.0,2007.0,139.0,46818.0,2019-05-03,269
dc,1320 maple view pl se,washington,485000,2020-01-27,1488,-76.988914,38.862484,1975.0,4.0,4.0,1947.0,14.0,20020.0,2019-09-05,144
ca,12308 allin st,los angeles,984009,2020-01-28,1283,-118.416374,33.98894,4885.0,3.0,2.0,1948.0,3.0,90230.0,2019-10-09,111
ca,1376 e 111th st,los angeles,625006,2020-01-29,2128,-118.25033,33.934685,13503.6,6.0,3.0,1910.0,20.0,90059.0,2019-08-30,152
ca,4458 drexel ave,riverside,430000,2020-01-29,1619,-117.482925,33.91465,6970.0,4.0,2.0,1963.0,4.0,92505.0,2019-10-15,106
md,211 cherrydell rd,catonsville,217500,2020-01-29,1402,-76.709595,39.274456,1899.0,3.0,2.0,1950.0,22.0,21228.0,2019-08-28,154
ca,2305 effie st,los angeles,805008,2020-01-29,1342,-118.26127,34.086704,8046.0,1.0,2.0,1907.0,7.0,90026.0,2019-09-12,139
md,3405 northway dr,parkville,174900,2020-01-30,1420,-76.542244,39.360508,3049.0,3.0,2.0,1953.0,4.0,21234.0,2019-10-21,101
co,5900 s watson ln,littleton,2265000,2020-01-31,8842,-105.02829,39.609776,34412.4,5.0,6.0,2009.0,180.0,80123.0,2019-03-23,314
in,12027 sycamore lakes ct,fort wayne,420000,2020-01-31,4656,-85.29932,41.06008,9326.0,3.0,4.0,1996.0,180.0,46814.0,2019-03-23,314
ca,1846 lemoyne st,los angeles,825008,2020-01-31,1400,-118.25433,34.085873,5308.0,1.0,1.0,1936.0,2.0,90026.0,2019-10-10,113
ca,447 s highland ave,los angeles,1680016,2020-01-31,2262,-118.338936,34.065586,8099.0,4.0,3.0,1924.0,49.0,90036.0,2019-08-01,183
co,1390 s quebec way,denver,465000,2020-02-03,1603,-104.8996,39.693108,17859.6,4.0,2.0,1958.0,43.0,80231.0,2019-08-07,180
fl,3811 crawford ave,miami,1980000,2020-02-03,4126,-80.25476,25.721907,7352.0,4.0,5.0,2008.0,90.0,33133.0,2019-06-21,227
fl,9518 bent oak ct,jacksonville,240000,2020-02-03,1808,-81.60848,30.205206,10849.0,3.0,2.0,1993.0,24.0,32257.0,2019-08-26,161
ca,6834 n figueroa st,los angeles,600006,2020-02-03,862,-118.18654,34.12692,4665.0,1.0,2.0,1949.0,2.0,90042.0,2019-10-23,103
ca,7750 woodrow wilson dr,los angeles,1807018,2020-02-03,1773,-118.36569,34.12164,12632.4,2.0,2.0,1953.0,7.0,90046.0,2019-09-12,144
fl,14201 green gable ct,orlando,280000,2020-02-03,2293,-81.35813,28.359928,8109.0,4.0,3.0,1995.0,2.0,32824.0,2019-10-24,102
md,3 oak hollow ct,pikesville,405000,2020-02-03,3918,-76.70894,39.399326,17859.6,3.0,3.0,1965.0,57.0,21208.0,2019-08-29,158
fl,4251 virginia dr,orlando,680000,2020-02-04,2804,-81.33297,28.564772,6854.0,4.0,3.0,2004.0,64.0,32814.0,2019-07-17,202
md,49 cedarwood cir,pikesville,219000,2020-02-04,3068,-76.73444,39.37789,1800.0,4.0,4.0,1992.0,10.0,21208.0,2019-10-15,112
fl,5104 commissioners dr,jacksonville,1077500,2020-02-04,3873,-81.437805,30.250448,15681.6,3.0,5.0,2012.0,2.0,32224.0,2019-10-22,105
co,15136 e jefferson pl,aurora,247500,2020-02-04,1425,-104.8121,39.64977,1307.0,3.0,2.0,1975.0,38.0,80014.0,2019-08-12,176
fl,6212 forest grove blvd,orlando,118000,2020-02-04,1139,-81.466644,28.591927,7527.0,3.0,2.0,1961.0,7.0,32808.0,2019-10-10,117
dc,3601 tilden st nw,washington,1530000,2020-02-04,4900,-77.07077,38.941616,9552.0,5.0,5.0,1948.0,13.0,20008.0,2019-09-06,151
fl,3498 snowy egret way,jacksonville beach,825000,2020-02-05,4084,-81.40388,30.260002,23086.800000000003,5.0,5.0,2012.0,2.0,32250.0,2019-09-17,141
fl,3331 rodrick cir,orlando,267000,2020-02-05,2340,-81.329124,28.359142,2675.0,3.0,3.0,2015.0,24.0,32824.0,2019-08-26,163
co,26981 e roxbury pl,aurora,500000,2020-02-05,3522,-104.67445,39.586594,6534.0,4.0,4.0,2007.0,3.0,80016.0,2019-10-01,127
md,235 s ann st,baltimore,250000,2020-02-05,2120,-76.59132,39.288544,1200.0,3.0,3.0,1900.0,2.0,21231.0,2019-10-12,116
fl,4721 e castlewood dr,jacksonville,85000,2020-02-05,1008,-81.66354,30.368603,7801.0,3.0,1.0,1954.0,3.0,32206.0,2019-10-04,124
md,2538 ashland ave,baltimore,129900,2020-02-06,588,-76.581276,39.30119,980.0,3.0,2.0,1920.0,61.0,21205.0,2019-07-20,201
fl,1507 campbell ave,orlando,296500,2020-02-06,1367,-81.35929,28.499266,8400.0,3.0,2.0,1959.0,105.0,32806.0,2019-06-06,245
dc,6908 8th st nw,washington,721500,2020-02-06,3045,-77.024796,38.974293,5148.0,4.0,2.0,1920.0,3.0,20012.0,2019-10-11,118
ga,77 forrest pl,sandy springs,292000,2020-02-06,2113,-84.38598,33.91827,2113.0,3.0,3.0,1980.0,58.0,30328.0,2019-07-23,198
ga,1043 isa dr se,atlanta,96500,2020-02-06,984,-84.35483,33.700115,21780.0,3.0,1.0,1970.0,2.0,30315.0,2019-10-08,121
ca,6912 w 85th pl,los angeles,1222012,2020-02-06,1702,-118.411705,33.960125,6761.0,3.0,2.0,1950.0,48.0,90045.0,2019-08-02,188
co,10891 mildred dr,northglenn,343000,2020-02-07,1700,-104.972534,39.894188,7405.0,4.0,2.0,1964.0,12.0,80233.0,2019-09-07,153
ga,1099 napier st se,atlanta,351000,2020-02-07,1750,-84.352936,33.71863,10001.0,4.0,2.0,1950.0,154.0,30316.0,2019-04-18,295
fl,3601 surrey dr,orlando,295000,2020-02-07,1328,-81.339035,28.519962,10796.0,3.0,2.0,1959.0,59.0,32812.0,2019-07-22,200
ca,18493 halter ln,riverside,1450000,2020-02-07,8893,-117.37872,33.850952,104979.6,8.0,8.0,1990.0,180.0,92504.0,2019-03-23,321
fl,3309 s drexel ave,tampa,370000,2020-02-07,1764,-82.49631,27.91353,8395.0,3.0,2.0,1957.0,2.0,33629.0,2019-10-10,120
co,1681 dallas st,aurora,478600,2020-02-07,2304,-104.87673,39.743492,6447.0,6.0,3.0,1943.0,2.0,80010.0,2019-09-19,141
ga,1486 akridge st nw,atlanta,200000,2020-02-10,1020,-84.43669,33.758064,8250.0,3.0,2.0,1955.0,4.0,30314.0,2019-09-15,148
fl,4430 w varn ave,tampa,175000,2020-02-10,1272,-82.5217,27.872375,6400.0,4.0,1.0,1975.0,2.0,33616.0,2019-10-25,108
ca,5520 ensenada way,riverside,398000,2020-02-10,1517,-117.42338,33.94803,11325.6,3.0,2.0,1976.0,4.0,92504.0,2019-09-15,148
md,306 sassafras rd,baltimore,199900,2020-02-11,1639,-76.43174,39.30639,7900.0,3.0,1.0,1951.0,2.0,21221.0,2019-10-22,112
fl,1432 sun meadow dr,orlando,265000,2020-02-12,1985,-81.34635,28.372257,5984.0,4.0,2.0,2002.0,16.0,32824.0,2019-09-03,162
fl,4386 pebble brook dr,jacksonville,355000,2020-02-12,2041,-81.473175,30.264446,8086.0,3.0,2.0,2000.0,20.0,32224.0,2019-08-30,166
co,2402 s scranton way,aurora,355000,2020-02-13,2422,-104.84113,39.673428,3180.0,2.0,4.0,1999.0,180.0,80014.0,2019-03-23,327
ga,3 ivy trl ne,atlanta,312000,2020-02-13,1798,-84.379974,33.857513,1799.0,3.0,4.0,1972.0,69.0,30342.0,2019-07-12,216
fl,375 harbor dr,key biscayne,2040000,2020-02-13,2909,-80.17195,25.694077,7454.0,4.0,3.0,1968.0,10.0,33149.0,2019-09-09,157
fl,8166 hollyridge rd,jacksonville,541000,2020-02-14,4602,-81.54791,30.220144,42688.8,5.0,5.0,1979.0,128.0,32256.0,2019-05-14,276
fl,529 sparrow branch cir,saint johns,271000,2020-02-14,1724,-81.57529,30.108685,8276.0,3.0,2.0,2002.0,8.0,32259.0,2019-09-11,156
ga,14 stratford hall pl ne,atlanta,348000,2020-02-14,1400,-84.38279,33.870342,1398.0,3.0,3.0,1975.0,49.0,30342.0,2019-08-07,191
fl,3971 conga st,jacksonville,250000,2020-02-14,2007,-81.614136,30.236395,10890.0,4.0,2.0,1955.0,2.0,32217.0,2019-10-17,120
ga,1698 temple ave,college park,255000,2020-02-14,1608,-84.444565,33.655384,14374.8,3.0,3.0,1930.0,68.0,30337.0,2019-07-13,216
fl,1358 w 23rd st,jacksonville,78000,2020-02-14,1320,-81.67745,30.357912,3220.0,4.0,2.0,1954.0,19.0,32209.0,2019-08-31,167
fl,4110 cypress bayou dr,tampa,268000,2020-02-15,1752,-82.51128,28.053354,10890.0,3.0,2.0,1976.0,147.0,33618.0,2019-04-25,296
fl,4519 devonshire rd,tampa,220000,2020-02-15,1200,-82.55804,27.984226,6510.0,3.0,2.0,1959.0,25.0,33634.0,2019-08-25,174
fl,8413 n mulberry st,tampa,100,2020-02-15,1232,-82.44374,28.026247,8910.0,2.0,1.0,1942.0,7.0,33604.0,2019-10-08,130
fl,4821 camberlane dr,orlando,203000,2020-02-15,1107,-81.31202,28.48512,6501.0,3.0,1.0,1963.0,35.0,32812.0,2019-08-15,184
fl,12690 weeping branch cir,jacksonville,278600,2020-02-15,2265,-81.75569,30.456625,13503.6,4.0,3.0,2019.0,162.0,32218.0,2019-04-10,311
fl,8713 pinevalley ln,jacksonville,130000,2020-02-15,1406,-81.72299,30.193916,4608.0,3.0,2.0,1988.0,5.0,32244.0,2019-10-07,131
fl,1290 macarthur st,jacksonville,205000,2020-02-15,1094,-81.717545,30.301517,6171.0,3.0,2.0,1943.0,29.0,32205.0,2019-08-21,178
fl,4390 hunterston ln,jacksonville,650000,2020-02-15,3386,-81.49178,30.264776,15681.6,4.0,4.0,2009.0,180.0,32224.0,2019-03-23,329
fl,8712 n ashley st,tampa,65000,2020-02-15,572,-82.46174,28.029676,6550.0,2.0,1.0,1955.0,24.0,33604.0,2019-08-27,172
fl,4717 palmer ave,jacksonville,110000,2020-02-15,1488,-81.727394,30.281557,4950.0,3.0,2.0,1944.0,31.0,32210.0,2019-08-19,180
fl,430 sunglow ct,orlando,315000,2020-02-15,1351,-81.34456,28.537466,8285.0,3.0,2.0,1957.0,22.0,32803.0,2019-08-28,171
fl,3720 wilder ln,orlando,370500,2020-02-15,2340,-81.400055,28.585323,10890.0,3.0,2.0,1963.0,15.0,32804.0,2019-09-04,164
fl,6706 n river blvd,tampa,423000,2020-02-15,1964,-82.46387,28.008615,6600.0,3.0,2.0,1959.0,93.0,33604.0,2019-06-18,242
fl,2966 oak creek ln,jacksonville,155000,2020-02-15,2353,-81.82262,30.264233,57934.8,4.0,3.0,1979.0,3.0,32221.0,2019-10-02,136
fl,631 hillcrest st,orlando,515000,2020-02-15,2691,-81.36939,28.552555,6748.0,4.0,3.0,1920.0,180.0,32803.0,2019-03-23,329
fl,6802 n pearl st,jacksonville,61000,2020-02-15,1396,-81.65709,30.381323,10041.0,3.0,1.0,1945.0,2.0,32208.0,2019-09-25,143
fl,10405 stirrup way,tampa,457000,2020-02-15,2882,-82.63246,28.045147,6534.0,4.0,3.0,1983.0,65.0,33626.0,2019-07-16,214
fl,10427 rutgers rd,jacksonville,199900,2020-02-15,1987,-81.67779,30.42454,10544.0,4.0,3.0,1954.0,28.0,32218.0,2019-08-22,177
fl,63 maleda way,saint johns,497500,2020-02-15,3256,-81.54607,30.110601,11325.6,4.0,4.0,2016.0,175.0,32259.0,2019-03-28,324
fl,1104 calvados ct,jacksonville,127000,2020-02-15,994,-81.75934,30.305033,9353.0,3.0,2.0,1956.0,27.0,32205.0,2019-08-23,176
fl,13322 long cypress trl,jacksonville,349000,2020-02-15,2750,-81.663765,30.147667,13939.2,4.0,3.0,2005.0,22.0,32223.0,2019-08-28,171
fl,6003 hyde park cir,jacksonville,288000,2020-02-15,2302,-81.74861,30.29128,43560.0,3.0,2.0,1954.0,7.0,32210.0,2019-09-12,156
fl,601 zamora ave,coral gables,1080000,2020-02-15,2265,-80.26725,25.75648,8475.0,3.0,3.0,1940.0,5.0,33134.0,2019-10-04,134
fl,6400 granada blvd,coral gables,2750000,2020-02-15,5262,-80.26827,25.711046,19602.0,6.0,8.0,1956.0,180.0,33146.0,2019-04-27,294
fl,8070 stargrass ct,jacksonville,164000,2020-02-15,1380,-81.782974,30.267078,13503.6,3.0,2.0,1977.0,2.0,32210.0,2019-09-23,145
fl,6543 booth ln,orlando,62900,2020-02-15,754,-81.44031,28.615967,5596.0,1.0,1.0,1957.0,73.0,32810.0,2019-07-08,222
fl,452 fernwood rd,key biscayne,1200000,2020-02-15,2460,-80.16492,25.692673,7307.0,3.0,1.0,1951.0,35.0,33149.0,2019-08-16,183
fl,1724 whitner st,jacksonville,27500,2020-02-15,1074,-81.68009,30.346218,3811.0,3.0,1.0,1928.0,174.0,32209.0,2019-03-29,323
fl,2560 euston rd,winter park,319000,2020-02-15,2074,-81.38359,28.598919,12196.8,4.0,2.0,1948.0,163.0,32789.0,2019-04-09,312
fl,2197 chandlers walk ln,jacksonville,263500,2020-02-15,1708,-81.53901,30.309408,9451.0,3.0,2.0,2015.0,8.0,32246.0,2019-10-04,134
fl,9750 doriath cir,orlando,295000,2020-02-15,2094,-81.23931,28.515085,5498.0,4.0,2.0,2003.0,96.0,32825.0,2019-06-15,245
fl,2005 e wood st,tampa,235000,2020-02-15,1492,-82.43599,28.027378,10000.0,3.0,2.0,1927.0,24.0,33604.0,2019-08-26,173
fl,2519 cotillion rd,jacksonville,186000,2020-02-15,1455,-81.580956,30.348518,10362.0,3.0,2.0,1957.0,2.0,32211.0,2019-09-23,145
ga,1811 wellbourne dr ne,atlanta,1445000,2020-02-18,6047,-84.35968,33.80422,14810.4,5.0,6.0,2007.0,84.0,30324.0,2019-06-27,236
ca,3110 hollyridge dr,los angeles,2150021,2020-02-19,3650,-118.3169,34.12545,9290.0,4.0,4.0,1926.0,23.0,90068.0,2019-08-27,176
md,7133 heathfield rd,baltimore,314000,2020-02-19,1360,-76.60943,39.3826,4578.0,3.0,2.0,1956.0,3.0,21212.0,2019-10-09,133
md,2809 hamilton ave,baltimore,157000,2020-02-20,1352,-76.56362,39.353706,10149.0,3.0,1.0,1905.0,180.0,21214.0,2019-03-23,334
ca,7850 lakeside dr,riverside,445000,2020-02-20,1654,-117.453865,33.98216,8276.0,4.0,2.0,1984.0,3.0,92509.0,2019-10-22,121
ga,1225 milton ter se,atlanta,105000,2020-02-21,1333,-84.381714,33.72137,6347.0,1.0,1.0,2019.0,31.0,30315.0,2019-08-19,186
ca,516 w 106th st,los angeles,512005,2020-02-21,1366,-118.28331,33.939682,4728.0,3.0,2.0,1929.0,4.0,90044.0,2019-10-10,134
ga,1861 lakewood ter se,atlanta,230000,2020-02-21,1485,-84.38043,33.703175,10454.0,3.0,2.0,1930.0,90.0,30315.0,2019-06-21,245
ga,6336 vernon woods dr,sandy springs,407500,2020-02-24,1788,-84.37307,33.928097,22651.2,3.0,2.0,1957.0,8.0,30328.0,2019-10-10,137
ca,247 e 84th st,los angeles,665006,2020-02-24,2161,-118.27024,33.963093,5200.0,5.0,3.0,1923.0,2.0,90003.0,2019-10-06,141
dc,4802 foxhall cres nw,washington,1740000,2020-02-24,7027,-77.09427,38.923817,14374.8,7.0,7.0,1994.0,105.0,20007.0,2019-06-06,263
co,11567 e 25th ave,aurora,495000,2020-02-24,2459,-104.852844,39.753414,6621.0,4.0,3.0,2019.0,4.0,80010.0,2019-10-11,136
ca,2955 waverly dr,los angeles,900009,2020-02-25,1174,-118.26646,34.11053,24393.6,3.0,1.0,1912.0,180.0,90039.0,2019-03-23,339
in,6622 millwrights ct,fort wayne,223250,2020-02-25,3547,-85.05477,41.090992,13503.6,5.0,4.0,1987.0,6.0,46815.0,2019-10-13,135
ca,16990 suttles dr,riverside,770000,2020-02-26,3831,-117.37441,33.87337,141570.0,5.0,5.0,2017.0,138.0,92504.0,2019-05-05,297
md,425 e 28th st,baltimore,175000,2020-02-26,1350,-76.610344,39.321953,2178.0,3.0,3.0,1900.0,13.0,21218.0,2019-09-06,173
md,7208 river drive rd,baltimore,400000,2020-02-27,1296,-76.44055,39.245426,7850.0,3.0,3.0,2004.0,38.0,21219.0,2019-08-12,199
ga,51 honour ave nw,atlanta,550000,2020-02-28,2150,-84.384,33.852047,1307.0,3.0,4.0,2005.0,105.0,30305.0,2019-06-06,267
ga,1718 pine ridge dr ne,atlanta,685000,2020-02-28,2394,-84.36033,33.801655,15245.999999999998,3.0,2.0,1948.0,176.0,30324.0,2019-03-27,338
ca,1118 s elm dr,los angeles,1385013,2020-02-28,1246,-118.39461,34.056484,4852.0,2.0,1.0,1926.0,27.0,90035.0,2019-08-23,189
dc,3814 hansberry ct ne,washington,575000,2020-02-28,2568,-76.95065,38.922897,1360.0,2.0,4.0,2012.0,141.0,20018.0,2019-05-01,303
md,1657 mussula rd,baltimore,209000,2020-02-28,1920,-76.566185,39.39347,4160.0,3.0,2.0,1962.0,36.0,21286.0,2019-08-14,198
in,3221 marias dr,fort wayne,139000,2020-02-28,2100,-85.053764,41.10749,10640.0,4.0,3.0,1970.0,52.0,46815.0,2019-07-29,214
ca,9429 clovis ave,los angeles,550005,2020-03-02,1680,-118.2568,33.950382,3913.0,4.0,4.0,1949.0,137.0,90002.0,2019-05-20,287
ca,5455 dairy ave,long beach,465004,2020-03-03,640,-118.19448,33.855343,2652.0,2.0,1.0,1923.0,31.0,90805.0,2019-08-19,197
md,1910 haverhill rd,baltimore,333500,2020-03-03,3070,-76.55402,39.40691,26136.0,3.0,3.0,1955.0,2.0,21234.0,2019-10-10,145
fl,2177 tigertail ave,miami,2462500,2020-03-04,5474,-80.229416,25.738163,21344.4,4.0,5.0,1916.0,180.0,33133.0,2019-03-23,347
md,2812 southbrook rd,dundalk,85000,2020-03-05,896,-76.49766,39.27353,2192.0,3.0,1.0,1952.0,8.0,21222.0,2019-10-18,139
ga,109 brickstone dr,sandy springs,525000,2020-03-05,4116,-84.42588,33.90738,4369.0,5.0,4.0,1999.0,26.0,30339.0,2019-08-24,194
fl,8552 edgewater place blvd,tampa,197500,2020-03-05,1868,-82.570465,28.029448,1237.0,3.0,3.0,2003.0,3.0,33615.0,2019-10-09,148
ca,4335 normal ave,los angeles,653006,2020-03-06,1069,-118.29049,34.08696,4649.0,2.0,1.0,1906.0,3.0,90029.0,2019-09-16,172
ca,5111 romaine st,los angeles,626506,2020-03-06,616,-118.30372,34.08867,1850.0,1.0,1.0,1922.0,16.0,90029.0,2019-09-03,185
fl,1863 e 25th st,jacksonville,5000,2020-03-06,884,-81.62902,30.360672,5152.0,3.0,1.0,1943.0,13.0,32206.0,2019-09-06,182
fl,1931 barksdale dr,orlando,169000,2020-03-06,1165,-81.289894,28.523527,8261.0,2.0,1.0,1959.0,16.0,32822.0,2019-10-03,155
fl,6848 la loma dr,jacksonville,100,2020-03-06,2543,-81.63616,30.251001,11761.2,4.0,3.0,1965.0,72.0,32217.0,2019-07-09,241
fl,3036 eaglet loop,orlando,355000,2020-03-09,2649,-81.41911,28.35115,11761.2,4.0,3.0,1988.0,34.0,32837.0,2019-08-16,206
ca,323 n serrano ave,los angeles,1063010,2020-03-09,3091,-118.307205,34.076965,5300.0,5.0,3.0,1911.0,180.0,90004.0,2019-03-23,352
md,3207 acton rd,parkville,242000,2020-03-10,1500,-76.531334,39.376797,7217.0,3.0,3.0,1940.0,11.0,21234.0,2019-10-14,148
fl,5275 high park ln,orlando,740100,2020-03-10,3166,-81.31769,28.579878,6601.0,4.0,4.0,2009.0,2.0,32814.0,2019-09-20,172
ga,899 smith st sw,atlanta,263000,2020-03-10,1232,-84.40102,33.730396,5001.0,3.0,2.0,2004.0,39.0,30310.0,2019-08-11,212
ga,3695 randall mill rd nw,atlanta,1000000,2020-03-10,3325,-84.42128,33.857822,63597.6,5.0,4.0,1955.0,109.0,30327.0,2019-06-20,264
ga,1425 woodland ter sw,atlanta,144500,2020-03-10,1000,-84.47415,33.716434,15245.999999999998,3.0,1.0,1952.0,112.0,30311.0,2019-05-30,285
fl,3503 n 12th st,tampa,135000,2020-03-11,1200,-82.44683,27.976242,5198.0,3.0,1.0,1925.0,80.0,33605.0,2019-07-01,254
fl,704 seabrook cove rd,jacksonville,239500,2020-03-11,1664,-81.5941,30.324926,14810.4,4.0,2.0,1964.0,180.0,32211.0,2019-03-23,354
fl,12059 uleta ln,orlando,600000,2020-03-12,4034,-81.27183,28.386734,7135.0,4.0,3.0,2015.0,60.0,32827.0,2019-07-21,235
fl,3410 w tacon st,tampa,665000,2020-03-12,2340,-82.49973,27.91608,5000.0,3.0,3.0,2001.0,4.0,33629.0,2019-10-08,156
co,12120 bryant st,westminster,589900,2020-03-12,3898,-105.01815,39.915833,7057.0,2.0,2.0,2014.0,58.0,80234.0,2019-07-23,233
md,3318 elm ave,baltimore,339900,2020-03-12,1625,-76.63178,39.32746,1900.0,3.0,3.0,1900.0,2.0,21211.0,2019-10-28,136
md,12 w elm ave,baltimore,189900,2020-03-12,1044,-76.52644,39.360485,5850.0,3.0,2.0,1925.0,6.0,21206.0,2019-10-06,158
